Wavelength,Air,Glass,SS,MC,DS,2SS1MC,2MC1SS,2SS1DS,2DS1SS,1SS1MC1DS
612,100.024041,91.839702,89.160978,91.38669,81.051264,54.5784,79.038874,71.817513,72.060545,69.637467
610,100.026966,91.848668,89.146176,91.38873,80.975799,54.576131,79.030706,71.773069,72.040102,69.602493
608,100.030517,91.849586,89.143979,91.382006,80.921974,54.577306,79.025298,71.734432,72.032157,69.575791
606,100.027044,91.839319,89.143161,91.377631,80.892803,54.582094,79.02332,71.694023,72.034482,69.548756
604,100.020012,91.859687,89.139452,91.381007,80.886019,54.585631,79.023225,71.644243,72.042283,69.517836
602,100.014453,91.848902,89.135441,91.377875,80.898209,54.583787,79.017628,71.593017,72.046929,69.476577
600,100.014659,91.852677,89.136865,91.375875,80.930931,54.587175,79.017135,71.543193,72.044939,69.434227
598,100.017901,91.850059,89.128808,91.375486,80.975152,54.593484,79.018337,71.489107,72.016912,69.378097
596,100.021143,91.865543,89.121727,91.372595,81.026136,54.599758,79.017049,71.422919,71.965096,69.306548
594,100.026479,91.865683,89.121514,91.375266,81.085598,54.602903,79.010291,71.33493,71.894235,69.224143
592,100.031187,91.853629,89.114352,91.378785,81.131327,54.596108,78.999806,71.236349,71.795943,69.12712
590,100.026374,91.860074,89.100089,91.377759,81.152786,54.59061,78.988042,71.130431,71.662616,69.010166
588,100.025329,91.864166,89.085881,91.381304,81.145524,54.589642,78.973292,71.006559,71.498697,68.880485
586,100.032032,91.849263,89.081162,91.386107,81.106131,54.589268,78.960194,70.872423,71.307891,68.741456
584,100.032142,91.84315,89.079727,91.395721,81.052536,54.587124,78.948763,70.733222,71.088666,68.58736
582,100.031413,91.846452,89.070687,91.400776,80.958988,54.578819,78.931298,70.58369,70.846405,68.420088
580,100.025342,91.866086,89.054324,91.39922,80.826452,54.568474,78.912166,70.421866,70.577794,68.235935
578,100.020212,91.86048,89.033378,91.392674,80.680015,54.555689,78.891483,70.246769,70.27316,68.045297
576,100.021785,91.857553,89.009602,91.385732,80.522273,54.545616,78.86777,70.07587,69.941914,67.849407
574,100.019168,91.861626,88.993355,91.385844,80.350813,54.534009,78.843108,69.905918,69.592729,67.646769
572,100.016446,91.850067,88.984169,91.389531,80.184933,54.519456,78.818835,69.738125,69.231011,67.447573
570,100.0176,91.849197,88.975574,91.395473,80.034131,54.506969,78.795634,69.583906,68.86901,67.256617
568,100.019906,91.8613,88.966591,91.397914,79.893473,54.499471,78.778126,69.442567,68.518734,67.081124
566,100.010266,91.855311,88.948648,91.385007,79.753714,54.489828,78.751179,69.305873,68.194913,66.92095
564,100.009427,91.845458,88.940879,91.37565,79.615762,54.485167,78.726449,69.194873,67.922599,66.785661
562,100.013408,91.851008,88.890844,91.378389,79.443683,54.442426,78.684965,69.095132,67.688103,66.662686
560,100.009849,91.836913,88.841741,91.376313,79.262102,54.398753,78.64352,69.010237,67.515645,66.57038
558,100.007546,91.826752,88.830605,91.377521,79.078096,54.384499,78.614639,68.950588,67.431828,66.516234
556,100.011323,91.830247,88.81487,91.378061,78.865519,54.370834,78.589154,68.910717,67.406331,66.484136
554,100.010592,91.827113,88.788527,91.368885,78.615804,54.357401,78.560327,68.879136,67.400975,66.465733
552,100.009546,91.817315,88.758928,91.364666,78.336293,54.343997,78.523122,68.853255,67.396812,66.45113
550,100.012277,91.831612,88.72893,91.361917,78.032557,54.323186,78.491937,68.826388,67.3876,66.441244
548,100.014169,91.832306,88.70423,91.360589,77.707366,54.301076,78.460298,68.794448,67.359846,66.426814
546,100.010394,91.829744,88.685229,91.363715,77.375918,54.284967,78.433853,68.772283,67.31341,66.414422
544,100.008191,91.831434,88.661984,91.363177,77.041699,54.269582,78.399173,68.751621,67.250912,66.394339
542,100.007982,91.827698,88.63268,91.364883,76.719928,54.254802,78.359166,68.731495,67.172502,66.381609
540,100.003257,91.813683,88.607243,91.359939,76.421757,54.238405,78.327729,68.719292,67.092866,66.362119
538,100.00767,91.819189,88.587057,91.350825,76.160921,54.225086,78.30383,68.709128,67.01571,66.339793
536,100.015132,91.825572,88.569528,91.349095,75.927442,54.215167,78.277007,68.692959,66.934175,66.315127
534,100.014818,91.82177,88.552421,91.346687,75.718955,54.20958,78.249538,68.677064,66.852299,66.287099
532,100.016817,91.805446,88.538125,91.348675,75.549576,54.203476,78.226011,68.662781,66.762559,66.257101
530,100.021443,91.812009,88.517741,91.345026,75.399423,54.192577,78.205896,68.647595,66.65605,66.220469
528,100.005465,91.80944,88.488059,91.336302,75.249895,54.174308,78.17055,68.624139,66.543212,66.175582
526,99.997898,91.795691,88.462306,91.335407,75.109392,54.155335,78.133919,68.602593,66.441437,66.148042
