HDPE2 Time,HDPE2 Stress,HDPE2 Strain,,HDPE3 Time,HDPE3 Stress,HDPE3 Strain,,LDPE2 Time ,LDPE2 Stress,LDPE2 Strain,,LDPE3 Time,LDPE3 Stress,LDPE3 Strain,,PP2 Time ,PP2 Stress,PP2 Strain,,PP3 Time ,PP3 Stress,PP3 Strain ,,PET2 Time ,PET2 Stress,PET2 Strain,,PET3 Time ,PET3 Stress,PET3 Strain,,HDPE1 Time,HDPE1 Stress,HDPE1 Strain,,LDPE1 Time,LDPE1 Stress,LDPE1 Strain,,PET1 Time,PET1 Stress,PET1 Strain,,PP1 Time ,PP1 Stress,PP1 Strain
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.5130005,5.349644929,101.9616305,,,,,,,,,,340.5130005,3.401245304,101.9618447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.6130066,5.349277709,101.9915881,,,,,,,,,,340.6130066,3.400443888,101.9913739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.7130127,5.349799076,102.0219807,,,,,,,,,,340.7130127,3.401166987,102.0211241
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.8129883,5.35016953,102.05151,,,,,,,,,,340.8129883,3.400795173,102.0512958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.9129944,5.34909877,102.0804034,,,,,,,,,,340.9129944,3.400758295,102.0816885
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0130005,5.349236388,102.1107894,,,,,,,,,,341.0130005,3.402466057,102.1125028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.1130066,5.350790426,102.1418245,,,,,,,,,,341.1130066,3.401613697,102.1422529
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.2130127,5.351776747,102.1730672,,,,,,,,,,341.2130127,3.400089181,102.1711396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.3129883,5.352989795,102.203674,,,,,,,,,,341.3129883,3.399352395,102.200033
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.4129944,5.352572989,102.2325607,,,,,,,,,,341.4129944,3.400409291,102.230854
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.5130005,5.348077596,102.2584557,,,,,,,,,,341.5130005,3.402053944,102.2620967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.6130066,5.347269856,102.2875633,,,,,,,,,,341.6130066,3.400628654,102.2903476
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.7130127,5.350702753,102.3203052,,,,,,,,,,341.7130127,3.399619661,102.320091
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.8129883,5.352532027,102.3513403,,,,,,,,,,341.8129883,3.400859043,102.3506978
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.9129944,5.352795765,102.3819404,,,,,,,,,,341.9129944,3.401047991,102.3812979
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0130005,5.352477411,102.411048,,,,,,,,,,342.0130005,3.400899342,102.4112622
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.1130066,5.352523045,102.4407915,,,,,,,,,,342.1130066,3.402269505,102.4418623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.2130127,5.353058784,102.4713983,,,,,,,,,,342.2130127,3.402823045,102.4726833
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.3129883,5.354441788,102.5019984,,,,,,,,,,342.3129883,3.400733584,102.5009275
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.4129944,5.353473793,102.5313202,,,,,,,,,,342.4129944,3.399040649,102.5293926
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.5130005,5.352954582,102.5604278,,,,,,,,,,342.5130005,3.398367733,102.5593569
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6130066,5.352542088,102.589957,,,,,,,,,,342.6130066,3.399760707,102.5901712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.7130127,5.35304477,102.6209922,,,,,,,,,,342.7130127,3.400435524,102.621628
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.8129883,5.354458316,102.6520206,,,,,,,,,,342.8129883,3.401616358,102.6518065
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.9129944,5.353918984,102.6811282,,,,,,,,,,342.9129944,3.400311205,102.6815566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0130005,5.351098,102.7083016,,,,,,,,,,343.0130005,3.399122767,102.7089441
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.1130066,5.351250709,102.7380517,,,,,,,,,,343.1130066,3.396429582,102.7369808
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.2130127,5.352647368,102.7686518,,,,,,,,,,343.2130127,3.398768821,102.7682302
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.3129883,5.352166244,102.7990444,,,,,,,,,,343.3129883,3.399698738,102.8001153
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.4129944,5.353726032,102.8296446,,,,,,,,,,343.4129944,3.40061877,102.8305013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.5130005,5.353726751,102.8602514,,,,,,,,,,343.5130005,3.399467969,102.8602514
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6130066,5.354386813,102.8904232,,,,,,,,,,343.6130066,3.399368743,102.890209
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.7130127,5.354756548,102.9201733,,,,,,,,,,343.7130127,3.399585064,102.9199591
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.8129883,5.353231614,102.949495,,,,,,,,,,343.8129883,3.398399668,102.9492809
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.9129944,5.354357349,102.9794526,,,,,,,,,,343.9129944,3.399295368,102.9794526
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.0130005,5.355205333,103.0102736,,,,,,,,,,344.0130005,3.399750442,103.0100595
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.1130066,5.355976064,103.0410879,,,,,,,,,,344.1130066,3.39889352,103.0402312
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.2130127,5.354500716,103.0704097,,,,,,,,,,344.2130127,3.398695827,103.0693388
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.3129883,5.353656325,103.0986539,,,,,,,,,,344.3129883,3.39861675,103.0990822
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.4129944,5.35306058,103.1275473,,,,,,,,,,344.4129944,3.398275729,103.128404
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.5130005,5.353981146,103.1581474,,,,,,,,,,344.5130005,3.398871469,103.15879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.6130066,5.355315283,103.1898251,,,,,,,,,,344.6130066,3.398714836,103.1900393
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.7130127,5.355541652,103.218926,,,,,,,,,,344.7130127,3.399149,103.2197827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.8129883,5.355394692,103.2493187,,,,,,,,,,344.8129883,3.397656799,103.2488903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.9129944,5.356944059,103.2799188,,,,,,,,,,344.9129944,3.398368113,103.2790688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0130005,5.35560561,103.3092406,,,,,,,,,,345.0130005,3.398903024,103.308598
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.1130066,5.356956995,103.3398407,,,,,,,,,,345.1130066,3.399466829,103.339419
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.2130127,5.356895192,103.3693766,,,,,,,,,,345.2130127,3.398748291,103.3693766
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.3129883,5.356131648,103.39827,,,,,,,,,,345.3129883,3.398812542,103.3991267
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.4129944,5.356101465,103.428656,,,,,,,,,,345.4129944,3.399432993,103.429941
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.5130005,5.357071257,103.4586203,,,,,,,,,,345.5130005,3.399125048,103.459477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.6130066,5.359288951,103.4909338,,,,,,,,,,345.6130066,3.399082468,103.4894346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.7130127,5.360130467,103.5215339,,,,,,,,,,345.7130127,3.399989955,103.5204697
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.8129883,5.357125873,103.5478572,,,,,,,,,,345.8129883,3.398707992,103.5489281
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.9129944,5.355005913,103.575894,,,,,,,,,,345.9129944,3.39593459,103.5763223
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0130005,5.357086707,103.6071433,,,,,,,,,,346.0130005,3.395987815,103.6062866
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.1130066,5.35772054,103.6381718,,,,,,,,,,346.1130066,3.398924314,103.6381718
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.2130127,5.358665179,103.6689861,,,,,,,,,,346.2130127,3.400547676,103.6704853
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.3129883,5.359798819,103.6995929,,,,,,,,,,346.3129883,3.399535641,103.7000212
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.4129944,5.359485855,103.7295505,,,,,,,,,,346.4129944,3.397843086,103.7284863
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.5130005,5.359134086,103.7590864,,,,,,,,,,346.5130005,3.397033306,103.7575872
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.6130066,5.358289336,103.7879798,,,,,,,,,,346.6130066,3.398218323,103.788194
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.7130127,5.357058681,103.8170807,,,,,,,,,,346.7130127,3.397321861,103.8181516
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.8129883,5.35776761,103.8476876,,,,,,,,,,346.8129883,3.398376477,103.8483301
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.9129944,5.358388507,103.8780735,,,,,,,,,,346.9129944,3.397684172,103.8780735
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0130005,5.359794507,103.909537,,,,,,,,,,347.0130005,3.397237462,103.9076095
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.1130066,5.360614465,103.939923,,,,,,,,,,347.1130066,3.398286755,103.9377812
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.2130127,5.358027754,103.9673172,,,,,,,,,,347.2130127,3.398735746,103.9690306
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.3129883,5.354989025,103.9940688,,,,,,,,,,347.3129883,3.397670485,103.9977031
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.4129944,5.357270318,104.025954,,,,,,,,,,347.4129944,3.395163968,104.0255257
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.5130005,5.359714739,104.0586959,,,,,,,,,,347.5130005,3.396550099,104.056775
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.6130066,5.359339973,104.0880176,,,,,,,,,,347.6130066,3.397415385,104.0871609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.7130127,5.358514626,104.1169111,,,,,,,,,,347.7130127,3.396897962,104.1164827
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.8129883,5.358150281,104.1468687,,,,,,,,,,347.8129883,3.397703941,104.1477254
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.9129944,5.358038534,104.1757621,,,,,,,,,,347.9129944,3.398929637,104.1783322
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0130005,5.359313743,104.2067906,,,,,,,,,,348.0130005,3.398625114,104.2085039
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.1130066,5.360208079,104.2380399,,,,,,,,,,348.1130066,3.398049143,104.2380399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.2130127,5.36127812,104.2692825,,,,,,,,,,348.2130127,3.395306915,104.2662841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.3129883,5.359885055,104.2979618,,,,,,,,,,348.3129883,3.396160416,104.2960342
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.4129944,5.35889586,104.3259985,,,,,,,,,,348.4129944,3.397557572,104.3272769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.5130005,5.359702522,104.357027,,,,,,,,,,348.5130005,3.398470761,104.3578837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.6130066,5.360992464,104.3880554,,,,,,,,,,348.6130066,3.396632978,104.3867771
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.7130127,5.360215265,104.4169489,,,,,,,,,,348.7130127,3.395814454,104.4154496
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.8129883,5.358924246,104.4454139,,,,,,,,,,348.8129883,3.396037618,104.4454139
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.9129944,5.358781957,104.4751574,,,,,,,,,,348.9129944,3.398418296,104.4766566
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0130005,5.359537597,104.50555,,,,,,,,,,349.0130005,3.399455804,104.5072634
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.1130066,5.36028102,104.5367926,,,,,,,,,,349.1130066,3.399034566,104.5376493
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.2130127,5.361491194,104.5673995,,,,,,,,,,349.2130127,3.398606865,104.5676136
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.3129883,5.362683042,104.5975712,,,,,,,,,,349.3129883,3.398629676,104.5969287
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.4129944,5.362333069,104.6273213,,,,,,,,,,349.4129944,3.398256721,104.626893
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.5130005,5.362916238,104.6572789,,,,,,,,,,349.5130005,3.398825848,104.6570648
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.6130066,5.362328039,104.6872432,,,,,,,,,,349.6130066,3.398588616,104.6870291
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.7130127,5.362802694,104.7172008,,,,,,,,,,349.7130127,3.399033805,104.717415
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.8129883,5.363038765,104.7473793,,,,,,,,,,349.8129883,3.399344031,104.7473793
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.9129944,5.363490424,104.7781936,,,,,,,,,,349.9129944,3.400360629,104.7781936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0130005,5.363708887,104.8077295,,,,,,,,,,350.0130005,3.401433873,104.8088004
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.1130066,5.363088709,104.8361946,,,,,,,,,,350.1130066,3.398791632,104.8372655
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.2130127,5.362511649,104.8655097,,,,,,,,,,350.2130127,3.398181445,104.8652955
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.3129883,5.362917675,104.895474,,,,,,,,,,350.3129883,3.396045982,104.8931181
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.4129944,5.363636665,104.9260741,,,,,,,,,,350.4129944,3.397043571,104.9241465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.5130005,5.362408166,104.9553959,,,,,,,,,,350.5130005,3.399770592,104.9560384
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.6130066,5.362423976,104.9842893,,,,,,,,,,350.6130066,3.400092223,104.9857818
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.7130127,5.363504796,105.0153178,,,,,,,,,,350.7130127,3.400526006,105.0166028
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.8129883,5.363667566,105.0457037,,,,,,,,,,350.8129883,3.39942691,105.0457037
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.9129944,5.364502974,105.0765247,,,,,,,,,,350.9129944,3.399732954,105.0754538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0130005,5.364391227,105.1066965,,,,,,,,,,351.0130005,3.400132521,105.1062681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.1130066,5.364229535,105.1353757,,,,,,,,,,351.1130066,3.399820775,105.1360182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.2130127,5.363511264,105.1649117,,,,,,,,,,351.2130127,3.400034816,105.1661967
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.3129883,5.365972574,105.1965827,,,,,,,,,,351.3129883,3.399848528,105.1961543
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.4129944,5.367075671,105.2273969,,,,,,,,,,351.4129944,3.400774643,105.2261186
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.5130005,5.364638795,105.2554337,,,,,,,,,,351.5130005,3.400838893,105.2560762
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.6130066,5.362886415,105.2828279,,,,,,,,,,351.6130066,3.396458856,105.2832562
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.7130127,5.363426466,105.3132205,,,,,,,,,,351.7130127,3.397470131,105.3127922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.8129883,5.363844709,105.3438206,,,,,,,,,,351.8129883,3.400625993,105.345534
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.9129944,5.366226609,105.37592,,,,,,,,,,351.9129944,3.40089592,105.3757058
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0130005,5.366835289,105.4069551,,,,,,,,,,352.0130005,3.399781617,105.4052417
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.1130066,5.365921551,105.4358419,,,,,,,,,,352.1130066,3.399744359,105.4354135
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.2130127,5.365364612,105.4645211,,,,,,,,,,352.2130127,3.399316278,105.4647353
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.3129883,5.36456837,105.4944854,,,,,,,,,,352.3129883,3.398860824,105.4942712
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.4129944,5.364590647,105.5240147,,,,,,,,,,352.4129944,3.400170539,105.5250855
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.5130005,5.36498805,105.5539789,,,,,,,,,,352.5130005,3.399556931,105.5550498
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.6130066,5.365400544,105.5845791,,,,,,,,,,352.6130066,3.399143677,105.5841507
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.7130127,5.366547119,105.6149717,,,,,,,,,,352.7130127,3.399516632,105.6143292
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.8129883,5.365696619,105.6442868,,,,,,,,,,352.8129883,3.399888067,105.6447151
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.9129944,5.366745101,105.6742511,,,,,,,,,,352.9129944,3.399848528,105.6748936
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0130005,5.366713841,105.704637,,,,,,,,,,353.0130005,3.400552239,105.7044228
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.1130066,5.367678243,105.7352438,,,,,,,,,,353.1130066,3.398695827,105.7335304
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.2130127,5.366791094,105.7645589,,,,,,,,,,353.2130127,3.39883003,105.7630664
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.3129883,5.366587362,105.7940949,,,,,,,,,,353.3129883,3.40019259,105.794309
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.4129944,5.366831696,105.8242733,,,,,,,,,,353.4129944,3.401986272,105.8257658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.5130005,5.366728932,105.8538026,,,,,,,,,,353.5130005,3.400846497,105.8550876
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.6130066,5.367541703,105.8848377,,,,,,,,,,353.6130066,3.401067,105.8850452
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.7130127,5.36754889,105.9141528,,,,,,,,,,353.7130127,3.400051924,105.914367
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.8129883,5.368539881,105.9443313,,,,,,,,,,353.8129883,3.399518533,105.9441171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.9129944,5.369305941,105.9755739,,,,,,,,,,353.9129944,3.401339588,105.9757881
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0130005,5.36957399,106.0048957,,,,,,,,,,354.0130005,3.40061991,106.0051099
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.1130066,5.369903482,106.0354958,,,,,,,,,,354.1130066,3.398828509,106.0335682
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.2130127,5.368814757,106.0648176,,,,,,,,,,354.2130127,3.400069792,106.0639609
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.3129883,5.368711993,106.0937043,,,,,,,,,,354.3129883,3.400731303,106.0943468
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.4129944,5.368816913,106.1238828,,,,,,,,,,354.4129944,3.400287634,106.1245253
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.5130005,5.367841013,106.1529904,,,,,,,,,,354.5130005,3.400169019,106.1540545
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.6130066,5.367517988,106.1825196,,,,,,,,,,354.6130066,3.39900149,106.182948
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.7130127,5.368480594,106.2135548,,,,,,,,,,354.7130127,3.398608006,106.2120556
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.8129883,5.369283304,106.2439407,,,,,,,,,,354.8129883,3.39940562,106.2420132
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.9129944,5.369563929,106.2728341,,,,,,,,,,354.9129944,3.399869438,106.27262
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0130005,5.368596293,106.3021492,,,,,,,,,,355.0130005,3.400009724,106.3030059
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.1130066,5.368592341,106.331471,,,,,,,,,,355.1130066,3.400658308,106.3329702
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.2130127,5.369278633,106.3624995,,,,,,,,,,355.2130127,3.401039627,106.363142
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.3129883,5.370068049,106.3935346,,,,,,,,,,355.3129883,3.401090191,106.3935346
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.4129944,5.371246603,106.4241347,,,,,,,,,,355.4129944,3.401539562,106.4234922
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.5130005,5.370813987,106.454099,,,,,,,,,,355.5130005,3.400426019,106.4530282
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.6130066,5.372020208,106.4846992,,,,,,,,,,355.6130066,3.401798464,106.4836283
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.7130127,5.3714895,106.5135926,,,,,,,,,,355.7130127,3.403079285,106.5155201
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.8129883,5.370521864,106.5418435,,,,,,,,,,355.8129883,3.402432222,106.544621
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.9129944,5.370133085,106.5718011,,,,,,,,,,355.9129944,3.398118336,106.5713727
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0130005,5.371367333,106.6030504,,,,,,,,,,356.0130005,3.397994397,106.6004803
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.1130066,5.370171891,106.6323655,,,,,,,,,,356.1130066,3.399632207,106.6308663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.2130127,5.369851741,106.6621156,,,,,,,,,,356.2130127,3.402430321,106.6623298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.3129883,5.370848481,106.6925016,,,,,,,,,,356.3129883,3.402410932,106.6942149
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.4129944,5.371527947,106.72268,,,,,,,,,,356.4129944,3.401605713,106.7237509
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.5130005,5.372664461,106.7534943,,,,,,,,,,356.5130005,3.401059397,106.7526376
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.6130066,5.371572142,106.7830303,,,,,,,,,,356.6130066,3.40034314,106.7819594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.7130127,5.371443507,106.8123453,,,,,,,,,,356.7130127,3.399489259,106.8112812
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.8129883,5.371755034,106.8431663,,,,,,,,,,356.8129883,3.401110341,106.8431663
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.9129944,5.371135574,106.8722672,,,,,,,,,,356.9129944,3.403133271,106.8739806
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0130005,5.371315591,106.9018032,,,,,,,,,,357.0130005,3.401554389,106.9030882
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.1130066,5.371686764,106.93241,,,,,,,,,,357.1130066,3.400752973,106.9321958
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.2130127,5.373204152,106.9625818,,,,,,,,,,357.2130127,3.401031264,106.9617251
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.3129883,5.372669491,106.9921177,,,,,,,,,,357.3129883,3.400701269,106.9914752
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.4129944,5.371368051,107.0222895,,,,,,,,,,357.4129944,3.401166607,107.0220753
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.5130005,5.371957328,107.0516112,,,,,,,,,,357.5130005,3.401509528,107.0522538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.6130066,5.371827615,107.081783,,,,,,,,,,357.6130066,3.40095979,107.0815688
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.7130127,5.372957662,107.1130323,,,,,,,,,,357.7130127,3.401687072,107.1115331
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.8129883,5.373804568,107.1429899,,,,,,,,,,357.8129883,3.401885905,107.1421332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.9129944,5.372609845,107.1716692,,,,,,,,,,357.9129944,3.402048621,107.1729542
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0130005,5.372913825,107.2016268,,,,,,,,,,358.0130005,3.401757785,107.203126
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.1130066,5.373331709,107.2322336,,,,,,,,,,358.1130066,3.401794662,107.2322336
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.2130127,5.373980992,107.2624054,,,,,,,,,,358.2130127,3.400541594,107.2615487
